kst_dtm,unison_wtg01_power_kw10m,unison_wtg02_power_kw10m,unison_wtg03_power_kw10m,unison_wtg04_power_kw10m,unison_wtg05_power_kw10m,unison_wtg01_ws,unison_wtg02_ws,unison_wtg03_ws,unison_wtg04_ws,unison_wtg05_ws,unison_wtg01_wd,unison_wtg02_wd,unison_wtg03_wd,unison_wtg04_wd,unison_wtg05_wd
2023-01-01 19:20:00,211.0,128.0,324.0,340.0,409.0,5.6,4.84,7.11,7.56,6.55,-69.1072681524857,-61.2355044229793,-118.965392697989,-84.8779534039078,-126.642376574926
2023-01-01 19:30:00,295.0,109.0,394.0,340.0,399.0,6.49,5.25,7.23,7.32,8.32,-70.5628864596547,-58.4620286549723,-118.935763929065,-83.9085380660478,-126.743291103093
2023-01-01 19:40:00,197.0,160.0,257.0,383.0,322.0,7.3,4.71,7.92,7.6,8.41,-68.2805988342118,-53.4129064604453,-118.483115213329,-81.9357434867193,-125.635761144038
2023-01-01 19:50:00,267.0,152.0,479.0,288.0,488.0,6.24,5.86,6.84,7.96,7.69,-68.7312802478108,-56.4470747012518,-120.089810580656,-84.9148970654968,-127.119875103888
2023-01-01 20:00:00,204.0,293.0,334.0,397.0,609.0,6.75,5.28,8.95,6.63,8.99,-73.1500805743813,-68.8025335647438,-123.488578779829,-89.5980912758973,-129.279498404972
2023-01-01 20:10:00,236.0,215.0,311.0,415.0,503.0,5.8,7.1,7.26,7.95,10.23,-72.4502142958053,-70.0859273839973,-127.025379712762,-91.6819109089192,-130.655069784799
2023-01-01 20:20:00,221.0,136.0,422.0,305.0,513.0,6.51,5.7,7.36,8.28,9.349999,-68.9556204449923,-64.2720961854657,-123.718602090591,-88.4729391142523,-129.652805394836
2023-01-01 20:30:00,318.0,247.0,580.0,388.0,501.0,6.72,4.87,8.4,7.47,9.55,-67.2888671445713,-62.6669129662027,-120.008591003482,-86.6280909764128,-129.341780071296
2023-01-01 20:40:00,312.0,310.0,631.0,454.0,567.0,7.53,6.32,10.0,8.05,9.13,-68.8698639395248,-64.0534476545293,-121.106189672473,-88.6171082164548,-130.153060783644
2023-01-01 20:50:00,312.0,262.0,546.0,435.0,494.0,7.4,6.73,10.56,8.66,9.719999,-68.8266729550313,-60.5023333577263,-119.957588108626,-87.8023309938862,-128.668233729558
2023-01-01 21:00:00,273.0,267.0,512.0,506.0,363.0,7.23,6.54,9.79,8.599999,9.469999,-67.7526235387847,-57.5026975340172,-118.322598053451,-85.6745027907762,-128.508263099198
2023-01-01 21:10:00,431.0,263.0,567.0,357.0,598.0,7.14,6.37,9.349999,9.25,7.93,-69.2794955837637,-59.5723798734422,-118.665598095023,-85.0471944343413,-129.962833838841
2023-01-01 21:20:00,353.0,279.0,587.0,325.0,514.0,8.599999,6.27,9.87,7.52,10.27,-68.6836451635432,-58.3457383238333,-118.626605452538,-84.8521321959733,-129.591567951173
2023-01-01 21:30:00,232.0,331.0,393.0,599.0,398.0,8.07,6.8,10.23,7.27,9.38,-65.6987369577002,-58.2301928003413,-118.521055998753,-83.6411011624218,-126.06489230057
2023-01-01 21:40:00,280.0,343.0,539.0,599.0,539.0,6.72,7.49,7.87,10.35,8.46,-67.1547613102307,-60.6792825952367,-119.505999770683,-84.8178731327253,-126.070832517911
2023-01-01 21:50:00,407.0,428.0,577.0,655.0,581.0,7.1,7.29,9.599999,10.3,9.58,-69.5115501479057,-61.8244573218738,-121.129843424801,-86.6390206082777,-128.426741254961
2023-01-01 22:00:00,472.0,569.0,690.0,691.0,698.0,8.26,7.92,9.76,10.83,10.16,-70.5335313099498,-64.7214411114048,-122.282059182687,-88.0439971280493,-129.391902035579
2023-01-01 22:10:00,477.0,609.0,698.0,690.0,700.0,8.679999,9.809999,11.75,11.4,11.47,-71.5849918398313,-70.7079627363962,-123.763194299313,-91.8925099937283,-132.920635495316
2023-01-01 22:20:00,516.0,665.0,679.0,702.0,706.0,8.66,10.31,12.29,10.94,11.5,-72.8768699211258,-74.0293925647048,-125.134165870446,-93.3188937205047,-133.863917437055
2023-01-01 22:30:00,516.0,684.0,685.0,704.0,706.0,8.99,10.97,11.22,12.06,12.02,-73.6513842069288,-73.5960256085333,-124.964746664786,-93.6405176038023,-133.644001585575
2023-01-01 22:40:00,515.0,693.0,656.0,704.0,706.0,8.98,11.66,11.4,11.86,12.47,-75.2289972117792,-72.3617044867208,-125.969397355332,-94.4422013506798,-134.390706604974
2023-01-01 22:50:00,467.0,694.0,685.0,704.0,706.0,8.91,12.36,11.1,12.04,12.44,-77.3127470806858,-71.7404197477763,-126.406898729655,-94.0365738236653,-134.9363057072
2023-01-01 23:00:00,503.0,685.0,684.0,703.0,705.0,8.52,12.39,11.25,12.4,12.65,-76.9554697430058,-71.7341673140078,-126.131892478499,-93.2154136377193,-135.224835487119
2023-01-01 23:10:00,588.0,544.0,700.0,700.0,705.0,9.01,12.25,11.32,12.8,13.09,-74.2729415144898,-70.4201184072048,-126.459221551597,-91.8766593840873,-134.236116578364
2023-01-01 23:20:00,658.0,534.0,701.0,685.0,704.0,10.06,9.19,11.92,12.41,12.85,-74.1808917020988,-69.8247443560108,-125.220528133808,-90.7782709123948,-132.316691785778
2023-01-01 23:30:00,651.0,549.0,693.0,699.0,702.0,10.37,9.23,12.2,11.75,12.25,-76.4966009788083,-68.1066648905833,-124.412879323833,-89.7405775032622,-132.177074415638
